transaction_id,amount,transaction_type,location,time_of_day,is_fraud
667,246.71177065612363,in-person,US,morning,0
668,161.5206918862961,online,CA,night,0
669,187.38045702725447,online,CA,evening,0
670,285.81007352515326,in-person,CA,afternoon,0
671,174.20022169946006,online,CA,morning,0
672,896.8686592017988,online,US,morning,0
673,81.15351191598057,in-person,UK,morning,0
674,524.9868781806845,in-person,IN,evening,0
675,410.98643016267187,in-person,US,evening,0
676,982.3962382916978,in-person,IN,night,0
677,112.9268632658843,in-person,UK,evening,0
678,398.4577434466959,online,US,morning,0
679,969.5009628420935,in-person,IN,morning,0
680,865.6416187680862,in-person,UK,afternoon,1
681,817.2549988783306,in-person,IN,afternoon,0
682,258.64492421789487,in-person,CA,night,0
683,171.71669980267575,in-person,CA,afternoon,0
684,668.9745767045066,online,UK,night,0
685,929.4466131384582,in-person,UK,afternoon,0
686,557.2061301209159,online,IN,morning,0
687,572.04107678043,in-person,UK,evening,0
688,280.6991145666239,in-person,CA,evening,0
689,769.723440258745,in-person,CA,night,0
690,187.85670480896584,online,US,evening,0
691,324.35555716783944,in-person,IN,evening,0
692,426.0110021778004,in-person,UK,afternoon,0
693,508.10276830577055,in-person,UK,morning,1
694,243.16732268266514,in-person,UK,evening,0
695,115.72198791446434,in-person,IN,morning,0
696,611.009422399191,in-person,CA,afternoon,0
697,289.34192268701554,in-person,UK,afternoon,0
698,581.6569832011896,online,UK,evening,0
699,155.2083525589281,in-person,CA,evening,0
700,481.6589617529627,in-person,UK,afternoon,0
701,533.0568431190343,in-person,US,afternoon,0
702,52.771713285604484,online,CA,night,0
703,337.2676739157267,online,CA,night,0
704,135.28026226203528,in-person,CA,morning,0
705,64.31159550229498,online,US,afternoon,0
706,989.9702721575553,in-person,CA,morning,0
707,323.03149112974825,in-person,IN,afternoon,0
708,810.0645714087802,online,IN,morning,0
709,255.3860141090001,in-person,IN,night,0
710,681.8212195017053,online,CA,afternoon,0
711,760.4676320297968,online,CA,afternoon,0
712,596.0431018672365,online,CA,morning,0
713,472.1046123616082,in-person,US,morning,0
714,412.42907323312124,in-person,IN,evening,0
715,349.5193982764523,in-person,UK,evening,0
716,929.599615103578,in-person,UK,night,0
717,830.7887883799414,in-person,CA,afternoon,0
718,965.0618837558461,in-person,US,afternoon,0
719,125.17292626205918,in-person,CA,morning,0
720,731.1366077284406,online,UK,night,0
721,938.4021163642168,in-person,IN,afternoon,0
722,182.0518330994945,in-person,UK,night,0
723,67.42977109941071,in-person,IN,evening,0
724,741.379528640769,online,IN,morning,1
725,574.898640066732,online,US,afternoon,0
726,841.9869479815138,online,UK,morning,0
727,140.63260424966322,in-person,CA,evening,0
728,795.4720445480303,online,US,night,0
729,202.4256927276968,online,IN,night,0
730,164.49228692283882,in-person,UK,evening,0
731,165.10153213306194,in-person,CA,evening,0
732,814.7601455111508,in-person,US,afternoon,0
733,665.5320234755039,online,CA,afternoon,0
734,523.5423593443502,in-person,UK,afternoon,0
735,359.471653639379,in-person,CA,afternoon,0
736,877.3233402722951,in-person,US,afternoon,0
737,393.05266231521273,in-person,CA,night,0
738,816.7828400321055,in-person,UK,afternoon,0
739,439.6957736616482,in-person,US,evening,0
740,377.5674849954827,online,IN,evening,0
741,463.2171058839368,in-person,US,afternoon,0
742,302.0764962899779,online,UK,evening,0
743,747.8617707960749,online,CA,morning,0
744,503.2176697023867,in-person,IN,night,0
745,232.9804824516705,online,IN,night,0
746,899.6749987012939,online,CA,afternoon,0
747,384.5073301518382,online,UK,morning,0
748,544.0093082528746,in-person,US,afternoon,0
749,906.5656388535824,online,UK,afternoon,1
750,624.6137579180781,online,IN,evening,0
751,117.7811426676557,online,US,night,0
752,939.8922914898617,online,US,morning,0
753,628.0803450183464,in-person,CA,evening,0
754,335.57070904242903,in-person,UK,night,0
755,140.13280059072386,online,US,night,0
756,794.2311640810257,in-person,CA,afternoon,0
757,620.452683172585,in-person,UK,morning,0
758,533.9276308843451,online,IN,afternoon,0
759,893.9986904679067,in-person,IN,evening,0
760,788.8086140133062,in-person,UK,afternoon,0
761,152.52320485301843,online,US,afternoon,0
762,312.41034572775266,online,US,night,0
763,249.24065067465128,in-person,IN,night,0
764,744.2023462801043,in-person,IN,evening,0
765,34.4989023010436,in-person,US,night,0
766,570.3197951864452,in-person,UK,night,0
767,762.6962270549499,online,IN,night,0
768,876.8888711249878,online,US,afternoon,0
769,342.73966696719157,online,UK,morning,0
770,821.4360473673408,online,CA,evening,0
771,111.52110521825202,online,UK,afternoon,0
772,846.6058394427837,in-person,US,evening,0
773,128.36117366965044,in-person,UK,afternoon,0
774,397.8900032698069,online,US,evening,0
775,797.498070413774,online,IN,night,0
776,150.76750992142502,online,CA,evening,0
777,230.02214383740883,in-person,IN,morning,0
778,722.5303158246733,in-person,IN,evening,0
779,720.3165000095282,in-person,US,morning,0
780,641.506485252412,online,US,evening,0
781,694.2544960226329,online,US,night,0
782,543.1817189042486,online,US,evening,0
783,252.5472598480458,online,IN,afternoon,0
784,346.35029751041554,online,US,night,0
785,182.41611908462426,in-person,US,night,0
786,908.5421107722947,online,IN,afternoon,0
787,583.8084029713543,in-person,CA,night,0
788,401.45056534687626,in-person,CA,night,0
789,462.54379784048854,in-person,UK,afternoon,0
790,947.3360562722036,in-person,IN,night,0
791,154.19805171296412,in-person,US,night,0
792,586.6436021847804,online,UK,night,0
793,506.3827902055815,online,CA,night,0
794,611.8427811992132,online,CA,evening,0
795,19.092073637019666,in-person,IN,night,0
796,872.2517850352074,in-person,US,night,0
797,932.1861642011288,in-person,US,night,0
798,565.5680504056197,in-person,UK,evening,0
799,696.9541730530153,in-person,CA,morning,0
800,922.5768817961184,in-person,UK,night,0
801,707.5313956790852,online,UK,morning,0
802,153.3865038713471,in-person,UK,morning,0
803,576.7120718066463,in-person,US,afternoon,0
804,607.108331336473,online,CA,afternoon,0
805,424.7065406310836,in-person,UK,morning,0
806,736.7077913890981,online,CA,evening,0
807,934.4326477542459,online,CA,night,1
808,925.6429443938696,online,UK,night,0
809,451.388532032728,in-person,UK,night,0
810,114.1248077949145,online,IN,afternoon,0
811,984.8563577633722,online,US,afternoon,0
812,839.0591883594882,in-person,CA,night,0
813,125.53801852206358,online,UK,morning,0
814,920.9210407347549,in-person,UK,afternoon,0
815,870.0264657000662,in-person,CA,night,0
816,519.319219068946,online,UK,morning,0
817,591.6841603091843,in-person,IN,night,0
818,399.6037011662601,in-person,CA,afternoon,0
819,55.7068771832093,online,UK,evening,0
820,335.862044404255,online,CA,evening,0
821,803.0505951494134,online,UK,afternoon,0
822,5.627390981598256,online,UK,morning,0
823,334.16567251945304,in-person,US,night,0
824,398.77052489735235,online,CA,afternoon,0
825,537.858207334985,online,US,morning,0
826,919.9357607963477,online,UK,night,0
827,346.9996483715953,in-person,CA,night,0
828,347.60624869433144,in-person,CA,afternoon,0
829,737.7637468616387,in-person,IN,night,0
830,452.76572294891736,in-person,IN,evening,0
831,225.38021811704198,in-person,UK,evening,0
832,452.9870766165607,online,UK,night,0
833,141.71616335942005,in-person,UK,afternoon,0
834,177.21059951971708,in-person,UK,night,0
835,498.86940496674026,in-person,IN,afternoon,0
836,419.50652405504337,online,CA,afternoon,0
837,914.9310551670319,online,US,evening,0
838,363.0315052175165,in-person,CA,evening,0
839,581.0077619277654,online,CA,morning,0
840,632.6320236316109,in-person,IN,afternoon,0
841,14.081362131745303,online,CA,night,0
842,663.8738346446938,online,CA,afternoon,0
843,178.85793090288166,in-person,UK,evening,0
844,961.1092471519856,online,US,afternoon,0
845,149.51406502535986,in-person,CA,morning,0
846,415.2094996032967,in-person,CA,night,0
847,86.26431841056521,in-person,US,afternoon,0
848,996.8773775941014,online,UK,night,0
849,502.69281532091134,online,IN,night,1
850,595.7896323027237,in-person,IN,evening,0
851,68.00940091103905,in-person,CA,afternoon,0
852,750.2105099287786,online,UK,night,0
853,210.6956875024902,in-person,IN,evening,0
854,898.156235151273,online,IN,morning,0
855,205.93450084152516,online,IN,morning,0
856,191.4970329430029,online,IN,afternoon,0
857,37.513118180246785,in-person,IN,night,0
858,472.5948781648892,in-person,CA,afternoon,0
859,565.2762921293538,online,IN,night,0
860,66.64293078892402,in-person,CA,evening,0
861,775.7520890783155,in-person,US,morning,0
862,453.8355459132796,online,US,morning,0
863,524.8658790582524,online,UK,morning,0
864,441.3219841912899,in-person,CA,morning,0
865,401.36229781445064,online,UK,afternoon,0
866,560.0806909769096,in-person,US,night,0
867,156.0850056847818,online,US,afternoon,0
868,182.74620236477585,online,US,evening,0
869,861.9238353925037,in-person,US,morning,0
870,946.169346671499,in-person,IN,night,1
871,373.9360069634732,in-person,US,afternoon,0
872,271.4739284704102,in-person,IN,night,0
873,644.3555436957768,in-person,IN,afternoon,1
874,409.3254369269983,online,UK,night,0
875,26.360969304684517,online,IN,night,0
876,156.99644476882418,in-person,UK,morning,0
877,716.2562566185501,online,IN,afternoon,0
878,659.2650179682412,in-person,IN,evening,0
879,28.068896510980007,online,US,night,0
880,222.7501897710165,online,CA,evening,0
881,231.84372179148332,in-person,IN,morning,0
882,672.2208508551297,in-person,CA,evening,0
883,20.69082721660979,in-person,CA,night,0
884,105.00447340258927,online,CA,night,0
885,800.1161692878162,in-person,IN,night,0
886,179.36611739227928,in-person,CA,afternoon,0
887,653.0933617440228,in-person,IN,evening,0
888,238.9445982656798,in-person,US,afternoon,0
889,100.34195136658582,in-person,IN,night,0
890,243.92901880845463,in-person,UK,night,0
891,722.5446649238035,online,US,morning,1
892,855.8407716381795,online,CA,morning,0
893,830.3896447024246,online,CA,night,0
894,397.78634608883635,online,UK,afternoon,0
895,668.4170514340756,in-person,US,afternoon,0
896,205.77931112040514,in-person,UK,night,0
897,293.8545825307522,online,CA,evening,0
898,896.4394827025986,online,IN,afternoon,0
899,13.988921587225299,online,CA,night,0
900,86.42302232361361,in-person,UK,morning,0
901,208.6783688908813,in-person,IN,night,0
902,27.505671669945894,in-person,IN,afternoon,0
903,182.2539996547075,online,CA,night,0
904,583.4585194087225,online,IN,evening,0
905,422.00312604190543,online,US,evening,0
906,892.7790393658979,online,CA,afternoon,0
907,817.6261181767024,online,CA,night,0
908,342.4755343461781,in-person,US,evening,0
909,260.16400999786117,in-person,CA,evening,0
910,380.31271575909966,in-person,UK,morning,0
911,590.704647572293,in-person,UK,afternoon,0
912,268.79557718205336,in-person,CA,morning,0
913,624.5247589412849,online,US,morning,0
914,410.0022405390492,in-person,IN,evening,0
915,552.4951336711282,online,US,night,1
916,436.69040260618135,in-person,UK,morning,0
917,295.17129378237576,online,CA,afternoon,0
918,948.5048536551946,online,US,afternoon,0
919,763.842188365601,online,IN,night,1
920,140.97306259068608,online,IN,afternoon,0
921,868.5995079220149,online,IN,morning,0
922,487.9437670512641,online,IN,night,0
923,894.6576746671973,in-person,US,afternoon,0
924,800.0554006913679,online,IN,afternoon,0
925,425.7882909647642,online,UK,morning,0
926,23.44683901179728,in-person,IN,morning,0
927,269.4086820255611,online,UK,morning,0
928,542.0925804462061,in-person,US,morning,0
929,633.8447416063211,in-person,UK,night,0
930,258.6297977477691,online,US,night,1
931,140.2167179987513,online,IN,night,0
932,835.0953065624998,in-person,CA,evening,0
933,984.4177785228486,online,UK,morning,0
934,526.1644921203831,in-person,UK,morning,0
935,172.50760656245518,online,CA,night,0
936,273.0350191928496,in-person,US,afternoon,0
937,19.372285870919267,online,US,afternoon,0
938,914.3845077539385,online,IN,morning,0
939,118.633331807251,in-person,UK,morning,0
940,576.9399590387393,in-person,US,night,0
941,274.7811654665188,in-person,IN,morning,0
942,554.6238245132777,in-person,US,afternoon,0
943,651.7689679635124,online,CA,afternoon,1
944,829.9120619034944,in-person,CA,morning,0
945,207.21485048884261,in-person,CA,night,0
946,11.984832829821997,online,IN,night,0
947,137.74874443873847,online,UK,afternoon,0
948,900.118623206257,in-person,CA,night,0
949,874.0161874849528,online,CA,afternoon,0
950,597.815689068138,in-person,US,morning,0
951,600.9163435732197,online,CA,afternoon,0
952,665.3716378717093,in-person,UK,morning,0
953,176.19590734482614,online,IN,night,0
954,914.4975339790349,in-person,CA,evening,0
955,419.35175436718106,in-person,IN,evening,0
956,383.755389721248,online,IN,evening,0
957,519.3987875775547,online,UK,afternoon,0
958,47.91900080827999,in-person,US,evening,0
959,167.11708538732333,in-person,US,afternoon,0
960,738.2955828099441,online,IN,night,0
961,83.71586925720135,online,CA,morning,0
962,603.5489573569218,online,IN,evening,0
963,246.10376057163964,online,US,afternoon,0
964,389.9063184279346,online,CA,night,0
965,289.4050430339292,online,US,night,0
966,356.3170437484842,online,UK,evening,0
967,719.3268592790613,online,US,night,0
968,297.82459390755184,online,CA,night,0
969,566.8382356566003,in-person,CA,night,0
970,476.57435179690054,online,IN,afternoon,0
971,664.0074941972855,online,CA,night,0
972,936.8929095854332,in-person,UK,night,0
973,732.83952511304,in-person,US,night,0
974,215.725438212166,in-person,IN,night,0
975,32.15195192622339,in-person,IN,night,0
976,263.00178025552526,in-person,CA,afternoon,1
977,595.4828527695546,in-person,UK,night,0
978,52.3743876707661,online,IN,night,0
979,496.8698809540351,in-person,UK,morning,0
980,597.2460060679723,in-person,UK,night,0
981,334.90964692614386,in-person,US,night,0
982,771.1412915420761,online,US,afternoon,0
983,107.49165488063804,in-person,US,night,0
984,76.06264395407295,online,UK,afternoon,1
985,728.4605674473997,in-person,US,evening,1
986,495.99582488999226,in-person,IN,night,0
987,688.7139940313083,online,IN,morning,0
988,435.3925112651425,online,CA,afternoon,0
989,247.1556312058677,in-person,UK,evening,1
990,819.2832153565255,online,US,morning,0
991,799.6164630900103,online,IN,afternoon,0
992,695.0017743835723,in-person,UK,evening,0
993,272.8729920927327,in-person,UK,morning,0
994,590.640436202218,in-person,US,night,0
995,361.61292304308677,online,UK,morning,0
996,92.49049125330751,in-person,US,morning,0
997,917.3962618867805,in-person,US,morning,1
998,137.68181228804244,online,US,afternoon,0
999,950.2871164669816,online,UK,night,0
1000,446.5597671849978,in-person,UK,night,0
1001,185.94779590978104,online,US,afternoon,0
1002,542.3590464309798,in-person,UK,morning,0
1003,873.0728900405319,online,US,night,0
1004,732.4926615231516,in-person,CA,morning,0
1005,806.7545867135883,online,UK,night,0
1006,659.1245833440066,online,UK,afternoon,0
1007,692.5842879533346,online,CA,evening,0
1008,849.346455913754,online,CA,morning,0
1009,250.41834085032676,in-person,CA,night,0
1010,489.9355386794973,online,US,night,0
1011,221.98823237778262,in-person,US,night,0
1012,987.6803399886503,online,IN,afternoon,0
1013,944.1152803469266,online,CA,afternoon,0
1014,40.387384557137395,in-person,IN,evening,0
1015,705.8695973431728,online,US,afternoon,0
1016,925.3230690982501,online,UK,morning,0
1017,181.3947697822062,in-person,CA,afternoon,0
1018,568.3772853220769,online,UK,night,0
1019,915.5728092904538,in-person,US,morning,0
1020,34.91203260721304,online,CA,afternoon,0
1021,697.7228469795931,online,IN,morning,0
1022,298.05165836517824,online,IN,morning,0
1023,924.4717991811539,in-person,US,afternoon,0
1024,971.0871869202024,online,UK,morning,0
1025,944.3222226243205,online,US,night,0
1026,474.74000244080634,online,UK,night,0
1027,862.1806083383241,online,US,afternoon,0
1028,844.7048491365354,online,IN,afternoon,0
1029,319.78137277001235,online,UK,night,0
1030,829.0865586765267,online,US,afternoon,0
1031,37.97062708077713,online,CA,night,0
